text,label
It looks like colour streaks,spice-5
"The food sample shows Sand, soil, insects, webs, lumps, or rodent hair visible.",cereal-9
The result indicates water turns,cereal-5
The food sample shows no mark,milk-1
I observed Some powder sinks — the sinking portion is chicory. in the food,bev-2
There is two layers after testing,oil-1
The food sample shows rodent,cereal-1
The sample shows wood particles,spice-7
We noticed Colour separates and water turns green. in the sample,veg-4
Observation: turbid,oil-3
We noticed floating material in the sample,cereal-3
There is white inside after testing,spice-13
It looks like No sediment or earthy matter at the bottom.,spice-4
Observation: sediment,spice-4
The food sample shows colour separates,veg-4
The result indicates red,oil-2
I observed settles in the food,spice-9
The result indicates breaks easily,veg-2
It turned chalky deposit,sweet-2
I observed different shape seeds in the food,cereal-4
There is does not burn after testing,sweet-1
It turned Seeds float on water. Smooth oval greenish-brown seeds with repulsive flavour.,spice-2
The result indicates impurities,cereal-1
We noticed Palms turn black from charcoal dust on adulterated grass seeds. in the sample,spice-12
It turned water turns green,veg-4
Observation: wood particles,spice-7
We noticed square seeds in the sample,cereal-4
Observation: partial sinking,bev-2
We noticed floating particles in the sample,spice-7
We noticed white residue in the sample,spice-9
The sample shows Coconut oil solidifies completely — no separate layer visible.,oil-1
Observation: two layers,oil-1
It turned colour leaches immediately,spice-14
I observed remains white in the food,veg-1
It turned particles settle,bev-1
"It looks like Clean, uniform flour with no visible impurities.",cereal-9
Observation: Honey settles at bottom without dispersing. Burns cleanly when lit.,sweet-1
The result indicates does not roll,spice-11
Observation: foreign beans,cereal-8
The food sample shows edged seeds,cereal-4
It looks like All pepper sinks in alcohol.,spice-6
"After the test, thick foam",milk-2
We noticed Colour dissolves rapidly and completely in water. in the sample,veg-2
There is All pepper settles at bottom. Brown wrinkled peppercorns with pungent smell. after testing,spice-2
The result indicates Blue colour appears indicating starch adulteration.,spice-8
It looks like mud,bev-1
Observation: dirt,cereal-1
There is Water remains pale yellow; turmeric retains its colour slowly. after testing,spice-14
I observed Palms turn black from charcoal dust on adulterated grass seeds. in the food,spice-12
I observed bubbles in the food,milk-2
The sample shows Magnet picks up nothing from tea leaves.,bev-4
It turned Clear solution — salt dissolves completely with no white residue.,spice-9
Observation: turns blue,milk-4
It turned lather,milk-2
We noticed impurities in the sample,cereal-1
Observation: settles,spice-9
We noticed colour separates in the sample,veg-4
The result indicates color change,cereal-5
Observation: turns blue,milk-3
The food sample shows soil,cereal-9
It turned insects,cereal-1
"I observed Strong, intense yellow colour left in water. in the food",spice-15
It turned settles,spice-9
The result indicates different shape seeds,cereal-4
The result indicates sediment,spice-1
The food sample shows blue color,milk-3
It looks like black residue,spice-12
"After the test, Some berries break easily — these are light black berries (adulterant).",spice-3
The food sample shows cloudy,spice-9
There is breaks easily after testing,spice-3
I observed webs in the food,cereal-9
"I observed Thick, multi-layered, rough bark that does not roll easily. in the food",spice-11
The result indicates red on cotton,veg-5
We noticed Blue colour develops — confirms iodised salt. in the sample,veg-1
It turned impurities,cereal-1
There is green dye transfer after testing,veg-3
The food sample shows black on hands,spice-12
The food sample shows iodine blue,milk-3
"After the test, turns blue",spice-8
We noticed iron on magnet in the sample,bev-4
The result indicates irregular shape,cereal-4
The food sample shows partial sinking,bev-2
It looks like Cotton absorbs pink/red colour indicating rhodamine B.,veg-5
The sample shows dark seeds,cereal-2
It looks like colour separates,veg-4
There is sediment after testing,spice-1
The food sample shows No clay particles at the bottom after 5 minutes.,bev-1
It turned flows fast,milk-1
The sample shows crushes easily,spice-3
We noticed seeds floating in the sample,spice-2
"There is Dense, persistent lather forms on shaking. after testing",milk-2
I observed iodine blue in the food,milk-3
The result indicates turbid,oil-3
It looks like Oil becomes turbid or cloudy — improperly winterized.,oil-3
"After the test, No visible impurities — clean, uniform grains.",cereal-1
"After the test, floats",spice-6
I observed mud in the food,bev-1
We noticed color bleeding in the sample,spice-5
There is Soap stone or earthy matter settles at the bottom. after testing,spice-4
Observation: black seeds,spice-13
There is float after testing,spice-2
It turned All pepper settles at bottom. Brown wrinkled peppercorns with pungent smell.,spice-2
The food sample shows Coffee powder floats on water.,bev-2
There is multilayer after testing,spice-11
We noticed Bright yellow colour immediately leaches into water. in the sample,spice-14
"After the test, Burns like camphor with bright flame. Dissolves to give milky white solution with no sediment.",spice-1
Observation: green dye transfer,veg-3
The result indicates Milk flows immediately without leaving any mark.,milk-1
"Observation: Uniform-shaped dal seeds, no edged/square irregular shapes.",cereal-4
It turned lumps,cereal-9
"After the test, color change",cereal-5
Observation: dhatura,cereal-2
The food sample shows Cotton does not absorb any colour.,cereal-7
It looks like No blackish-brown flat edged seeds visible.,cereal-2
"I observed Thick, multi-layered, rough bark that does not roll easily. in the food",spice-11
There is black seeds after testing,spice-13
There is red colour after testing,cereal-6
It turned water turns,cereal-5
The result indicates Immediate staining of filter paper. Colour streaks on filter paper. Red/orange colour on lime.,bev-3
It looks like does not crumble,sweet-3
The sample shows Nothing floats on water surface after sprinkling.,spice-16
The sample shows Coconut oil solidifies completely — no separate layer visible.,oil-1
The result indicates grey ash,sweet-3
Observation: unusual seeds,cereal-8
It looks like Colour separates and water turns green.,veg-4
"After the test, Burns like camphor with bright flame. Dissolves to give milky white solution with no sediment.",spice-1
There is Cotton absorbs pink/red colour from ragi surface. after testing,cereal-7
It turned floating material,spice-16
We noticed unusual seeds in the sample,cereal-8
I observed red color in the food,oil-2
"After the test, Edged, square-shaped khesari dal seeds visible.",cereal-4
It turned intense yellow,spice-15
The sample shows blue color,spice-8
It turned Milk stays or flows slowly leaving a white trail.,milk-1
Observation: breaks easily,veg-2
"After the test, hazy",oil-3
"After the test, Chakunda beans visible — identifiable by distinct shape and colour.",cereal-8
The sample shows turns black,spice-12
The sample shows smooth seeds,spice-2
"After the test, cloudy",oil-3
It turned All pepper settles at bottom. Brown wrinkled peppercorns with pungent smell.,spice-2
"After the test, Immediate red colour formation indicates TOCP.",oil-2
We noticed colour descending in the sample,spice-5
"After the test, Thick, multi-layered, rough bark that does not roll easily.",spice-11
It turned breaks into pieces,sweet-3
The result indicates bran floating,cereal-3
The sample shows white residue,spice-9
The food sample shows No blackish-brown flat edged seeds visible.,cereal-2
It turned particles floating,cereal-3
The result indicates flows immediately,milk-1
"After the test, rapid colour release",veg-2
The result indicates floating material,spice-16
"After the test, bright yellow",spice-15
"After the test, not solidified fully",oil-1
I observed disperses in the food,sweet-1
I observed no bright flame in the food,spice-1
"After the test, palms turn black",spice-12
The result indicates thick bark,spice-11
We noticed red in the sample,oil-2
I observed does not burn in the food,spice-1
The food sample shows No blue colour — indicates common salt being sold as iodised.,veg-1
It turned liquid layer,oil-1
It looks like breaks into pieces,sweet-3
The result indicates white residue,sweet-2
The sample shows separate layer,oil-1
The food sample shows hard bark,spice-11
It looks like cotton absorbs colour,cereal-7
It looks like Cotton does not absorb any colour.,veg-5
The sample shows No excess bran floating on water surface.,cereal-3
Observation: residue at bottom,bev-1
"We noticed Clean, uniform flour with no visible impurities. in the sample",cereal-9
I observed streaks in the food,spice-5
"I observed Light, pale yellow colour while settling — normal turmeric colour. in the food",spice-15
The food sample shows spreads,sweet-1
Observation: green on cotton,veg-3
"After the test, floats on top",spice-2
Observation: Only breaks into shreds. Burns to grey ash.,sweet-3
The sample shows No colour change (remains yellow/brown of iodine).,milk-3
I observed seeds floating in the food,spice-2
"After the test, flows immediately",milk-1
The food sample shows No colour change (remains yellow/brown of iodine).,milk-3
"It turned No visible impurities — clean, uniform grains.",cereal-1
"After the test, particles float",spice-16
I observed settles at bottom in the food,spice-4
"After the test, No stains on filter paper. No colour streaks. Only slight greenish yellow on lime.",bev-3
"After the test, thick foam",milk-2
The food sample shows thick foam,milk-2
"After the test, blue",milk-3
The result indicates Crumbles to powder on crushing. Burns to glistening balls.,sweet-3
"The sample shows No visible impurities — clean, uniform grains.",cereal-1
The result indicates red on cotton,veg-5
There is red colour after testing,oil-2
The sample shows Saffron slowly and continuously releases natural colour.,veg-2
It turned hard bark,spice-11
It turned Solution turns white and insoluble matter settles at bottom.,spice-9
"I observed Edged, square-shaped khesari dal seeds visible. in the food",cereal-4
"After the test, red color",oil-2
The result indicates no mark,milk-1
We noticed no trail in the sample,milk-1
We noticed dye transfer in the sample,cereal-7
It looks like Milk flows immediately without leaving any mark.,milk-1
The food sample shows White chalky sediment settles at the bottom.,sweet-2
The food sample shows white residue,sweet-2
It looks like turns blue,spice-8
"After the test, lumps",cereal-9
I observed Clay/mud particles settle at the bottom. in the food,bev-1
The result indicates floating in spirit,spice-6
"After the test, green on cotton",veg-3
We noticed magnet picks up in the sample,bev-4
It turned breaks easily,spice-3
We noticed Saw dust particles float on water surface. in the sample,spice-7
"After the test, does not roll",spice-11
It turned bran floating,cereal-3
"There is All seeds smooth, yellow inside when pressed. after testing",spice-13
Observation: blue color,milk-4
The sample shows dirt,cereal-1
"Observation: Dense, persistent lather forms on shaking.",milk-2
We noticed gritty residue in the sample,spice-4
The sample shows magnet picks up,bev-4
The sample shows mud,bev-1
There is chicory sinks after testing,bev-2
The result indicates stains paper,bev-3
I observed pebbles in the food,cereal-1
I observed insects in the food,cereal-1
The sample shows water coloured,cereal-5
The result indicates insoluble,spice-9
Observation: rodent,cereal-1
The result indicates Excess bran particles float on the water surface.,cereal-3
It looks like black on hands,spice-12
I observed blue colour in the food,milk-4
Observation: instant colour,veg-2
Observation: Colour separates and water turns green.,veg-4
The result indicates floating material,spice-16
It looks like sediment,sweet-2
It turned Does not burn brightly. Sediment settles at bottom when dissolved in water.,spice-1
The result indicates dirt,cereal-1
We noticed red color in the sample,oil-2
The food sample shows Clear solution — salt dissolves completely with no white residue.,spice-9
There is does not solidify after testing,oil-1
It looks like blue color,milk-4
The sample shows bran floating,cereal-3
It turned floats in alcohol,spice-6
The sample shows Only breaks into shreds. Burns to grey ash.,sweet-3
It turned mixes,sweet-1
The food sample shows floats on top,spice-7
The food sample shows cotton absorbs colour,veg-5
The food sample shows wood particles,spice-7
Observation: pink on cotton,veg-5
The result indicates floating cloves,spice-10
Observation: shreds,sweet-3
"The sample shows Visible presence of dust, pebbles, stones, weed seeds, insects or rodent matter.",cereal-1
Observation: different seeds,cereal-8
The sample shows Palms remain clean — no black colour transfer.,spice-12
It looks like Chilli powder floats without releasing colour streaks into water.,spice-5
The sample shows Saw dust or powdered bran floats on water surface.,spice-16
It looks like breaks easily,veg-2
The food sample shows attracted to magnet,bev-4
Observation: attracted to magnet,bev-4
The result indicates water turns green,veg-4
I observed particles settle in the food,bev-1
It turned Water becomes coloured immediately.,cereal-5
The result indicates insects,cereal-1
The sample shows insoluble,spice-9
We noticed Magnet picks up nothing from tea leaves. in the sample,bev-4
"After the test, filings on magnet",bev-4
"After the test, dark seeds",cereal-2
It looks like pink color,cereal-7
The food sample shows blue colour,milk-3
It looks like water turns,cereal-5
I observed colour on blotting in the food,veg-3
Observation: strong yellow,spice-15
It turned foreign matter,cereal-1
It turned dissolves,sweet-1
We noticed stones in the sample,cereal-1
We noticed Berries do not break easily when pressed. in the sample,spice-3
There is No sediment or earthy matter at the bottom. after testing,spice-4
The sample shows Some berries break easily — these are light black berries (adulterant).,spice-3
I observed cloudy in the food,spice-9
Observation: separate layer,oil-1
The sample shows spreads,sweet-1
"After the test, floating particles",spice-7
It turned no colour change,veg-1
"The result indicates Thick, multi-layered, rough bark that does not roll easily.",spice-11
I observed gritty residue in the food,spice-4
The result indicates different seeds,cereal-8
We noticed Burns like camphor with bright flame. Dissolves to give milky white solution with no sediment. in the sample,spice-1
Observation: Water remains clear after half an hour.,veg-4
The food sample shows breaks easily,veg-2
The result indicates partial sinking,bev-2
Observation: Does not burn brightly. Sediment settles at bottom when dissolved in water.,spice-1
The result indicates blue colour,milk-3
We noticed turbid in the sample,oil-3
We noticed colour dissolves fast in the sample,veg-2
I observed dust floating in the food,spice-7
It turned Cotton does not absorb any colour.,cereal-7
The sample shows white solution,spice-9
The result indicates crushes easily,spice-3
The result indicates shreds,sweet-3
It looks like water mark,milk-1
The result indicates sediment,spice-4
"After the test, color bleeding",spice-5
The sample shows does not crumble,sweet-3
It looks like dirt,cereal-1
The result indicates Immediate red colour formation indicates TOCP.,oil-2
I observed Immediate staining of filter paper. Colour streaks on filter paper. Red/orange colour on lime. in the food,bev-3
The food sample shows soil,cereal-9
We noticed colour on blotting in the sample,veg-3
There is Seeds float on water. Smooth oval greenish-brown seeds with repulsive flavour. after testing,spice-2
Observation: Cotton turns green OR blotting paper shows colour impression.,veg-3
It turned sediment,bev-1
The food sample shows Cloves sink to the bottom.,spice-10
Observation: dye transfer,cereal-7
We noticed colour leaches immediately in the sample,spice-14
I observed dark seeds in the food,cereal-2
It turned bottom residue,sweet-2
It turned oval seeds,spice-2
There is No blue colour — indicates common salt being sold as iodised. after testing,veg-1
It turned not clear,oil-3
The sample shows colour streaks,bev-3
The sample shows streaks,spice-5
There is rapid colour release after testing,veg-2
The food sample shows mud,bev-1
I observed dust floating in the food,spice-7
It turned separate layer,oil-1
The food sample shows Nothing floats on water surface after sprinkling.,spice-16
The result indicates turns blue,milk-3
"After the test, breaks into pieces",sweet-3
It looks like blue color,milk-3
"After the test, foreign beans",cereal-8
The result indicates webs,cereal-9
Observation: colour descending,spice-5
The result indicates turns blue,milk-3
I observed different shape seeds in the food,cereal-4
I observed red in the food,oil-2
Observation: iodine blue,milk-3
The food sample shows Some berries float in alcohol — these are light black berries.,spice-6
It turned Milk flows immediately without leaving any mark.,milk-1
I observed deep yellow colour in the food,spice-15
The sample shows sand,cereal-9
There is instant colour after testing,spice-14
The food sample shows turns blue,milk-4
I observed no bright flame in the food,spice-1
Observation: bubbles,milk-2
"After the test, Honey disperses in water. Does not burn or produces cracking sound.",sweet-1
Observation: dye in water,spice-5
It looks like Berries do not break easily when pressed.,spice-3
We noticed floating material in the sample,cereal-3
It turned Palms turn black from charcoal dust on adulterated grass seeds.,spice-12
The food sample shows stains paper,bev-3
It turned Red colour forms indicating turmeric adulteration.,cereal-6
The sample shows streaks,spice-5
The result indicates no blue colour,veg-1
It turned Saffron slowly and continuously releases natural colour.,veg-2
It looks like not clear,oil-3
Observation: intense yellow,spice-15
It turned blue colour,milk-4
The result indicates Chilli powder settles at bottom; no floating material.,spice-7
It looks like iron on magnet,bev-4
It looks like spreads,sweet-1
Observation: turbid,oil-3
"After the test, rodent",cereal-1
We noticed Very thin foam layer forms on shaking. in the sample,milk-2
We noticed Excess bran particles float on the water surface. in the sample,cereal-3
Observation: breaks into pieces,sweet-3
I observed blue colour in the food,milk-3
The result indicates dark residue,spice-1
There is Nothing floats on water surface after sprinkling. after testing,spice-16
The result indicates Berries do not break easily when pressed.,spice-3
"After the test, chicory sinks",bev-2
The sample shows dye released,cereal-5
It looks like settles at bottom,spice-4
It turned flat seeds,cereal-2
"We noticed Uniform pulse seeds, no foreign beans. in the sample",cereal-8
It turned pink on cotton,veg-5
It turned settles,sweet-2
The food sample shows red color,cereal-6
Observation: green water,veg-4
It turned Colour streaks descend immediately through the water.,spice-5
There is Honey settles at bottom without dispersing. Burns cleanly when lit. after testing,sweet-1
We noticed Cotton absorbs pink/red colour from ragi surface. in the sample,cereal-7
Observation: rapid colour release,veg-2
We noticed floats on surface in the sample,spice-16
Observation: disperses,sweet-1
"After the test, floats in alcohol",spice-6
Observation: floats on surface,spice-16
"There is All seeds smooth, yellow inside when pressed. after testing",spice-13
We noticed iron on magnet in the sample,bev-4
The result indicates immediate stain,bev-3
There is Soap stone or earthy matter settles at the bottom. after testing,spice-4
Observation: bright yellow water,spice-14
We noticed Cotton does not turn green. No colour impression on blotting paper. in the sample,veg-3
There is filings on magnet after testing,bev-4
The sample shows No red colour formation when lime is applied.,cereal-6
"I observed Edged, square-shaped khesari dal seeds visible. in the food",cereal-4
We noticed No excess bran floating on water surface. in the sample,cereal-3
"The result indicates Clean, uniform flour with no visible impurities.",cereal-9
The sample shows blue,milk-3
We noticed instant colour in the sample,veg-2
The food sample shows Soap stone or earthy matter settles at the bottom.,spice-4
The result indicates water coloured,cereal-5
"After the test, filings on magnet",bev-4
The food sample shows Only breaks into shreds. Burns to grey ash.,sweet-3
Observation: webs,cereal-9
There is Coconut oil solidifies completely — no separate layer visible. after testing,oil-1
We noticed colour on blotting in the sample,veg-3
The sample shows cotton absorbs colour,cereal-7
The food sample shows insects,cereal-9
I observed Exhausted cloves float on water surface. in the food,spice-10
There is Blue colour develops — confirms iodised salt. after testing,veg-1
Observation: gritty residue,spice-4
Observation: gritty,cereal-9
The result indicates mixes,sweet-1
"After the test, two layers",oil-1
The food sample shows floats,spice-10
Observation: not solidified fully,oil-1
The food sample shows Some berries float in alcohol — these are light black berries.,spice-6
Observation: stains filter paper,bev-3
Observation: rough seeds,spice-13
It looks like Oil becomes turbid or cloudy — improperly winterized.,oil-3
The food sample shows bright yellow water,spice-14
The sample shows dirty,cereal-9
We noticed Chakunda beans visible — identifiable by distinct shape and colour. in the sample,cereal-8
I observed No blue colour formation. in the food,spice-8
"After the test, float",spice-2
It looks like No blue colour; iodine remains yellow-brown.,milk-4
Observation: red colour,oil-2
The food sample shows Bright yellow colour immediately leaches into water.,spice-14
The sample shows stains paper,bev-3
The food sample shows Cotton absorbs pink/red colour indicating rhodamine B.,veg-5
The result indicates stains filter paper,bev-3
The sample shows shreds,sweet-3
It turned Cotton absorbs pink/red colour indicating rhodamine B.,veg-5
"After the test, colour transfer",veg-5
I observed wood particles in the food,spice-7
The sample shows Clay/mud particles settle at the bottom.,bev-1
Observation: colour in water,cereal-5
It looks like Clear solution — salt dissolves completely with no white residue.,spice-9
The food sample shows Water remains clear — no colour released.,cereal-5
Observation: Crumbles to powder on crushing. Burns to glistening balls.,sweet-3
It turned No blackish-brown flat edged seeds visible.,cereal-2
It turned gritty,cereal-9
It turned pebbles,cereal-1
The result indicates doesn't powder,sweet-3
It looks like Seeds float on water. Smooth oval greenish-brown seeds with repulsive flavour.,spice-2
Observation: hazy,oil-3
"After the test, Water remains clear — no colour released.",cereal-5
Observation: Colour separates and water turns green.,veg-4
It turned colour dissolves fast,veg-2
The result indicates Colour streaks descend immediately through the water.,spice-5
It turned floats on top,spice-2
"The food sample shows Strong, intense yellow colour left in water.",spice-15
"There is Sand, soil, insects, webs, lumps, or rodent hair visible. after testing",cereal-9
We noticed stones in the sample,cereal-1
"After the test, deep yellow colour",spice-15
It looks like white solution,spice-9
"After the test, insoluble",spice-9
Observation: magnet picks up,bev-4
The sample shows pebbles,cereal-1
Observation: sediment,bev-1
There is particles float after testing,spice-16
There is no blue color after testing,veg-1
The food sample shows No sediment or earthy matter at the bottom.,spice-4
We noticed settles in the sample,spice-9
"After the test, Blue colour develops — confirms iodised salt.",veg-1
Observation: Magnet picks up nothing from tea leaves.,bev-4
I observed does not burn in the food,spice-1
The food sample shows Palms remain clean — no black colour transfer.,spice-12
It looks like cloudy,spice-9
"After the test, No blackish-brown flat edged seeds visible.",cereal-2
We noticed floats in the sample,spice-6
We noticed Chakunda beans visible — identifiable by distinct shape and colour. in the sample,cereal-8
I observed gritty residue in the food,spice-4
The food sample shows Iron filings stick to the magnet.,bev-4
"It looks like Flat, edged, blackish-brown dhatura seeds visible among grains.",cereal-2
"The sample shows Visible presence of dust, pebbles, stones, weed seeds, insects or rodent matter.",cereal-1
There is does not dissolve after testing,spice-1
It looks like Honey disperses in water. Does not burn or produces cracking sound.,sweet-1
There is immediate colour after testing,spice-14
Observation: soft berries,spice-3
"Observation: Flat, edged, blackish-brown dhatura seeds visible among grains.",cereal-2
"It looks like Sand, soil, insects, webs, lumps, or rodent hair visible.",cereal-9
Observation: excess floating,cereal-3
It turned colour streaks,bev-3
We noticed powder sinks in the sample,bev-2
There is insects after testing,cereal-9
"After the test, floats on surface",spice-16
"The result indicates Flat, edged, blackish-brown dhatura seeds visible among grains.",cereal-2
I observed instant colour in the food,spice-14
The food sample shows No red colour formation.,oil-2
It turned Oil becomes turbid or cloudy — improperly winterized.,oil-3
The food sample shows floating cloves,spice-10
It turned soft berries,spice-3
There is colour leaches immediately after testing,spice-14
The sample shows excess floating,cereal-3
It looks like dirty,cereal-9
"After the test, no blue color",veg-1
Observation: Cloves sink to the bottom.,spice-10
It looks like Milk flows immediately without leaving any mark.,milk-1
The food sample shows blue,milk-4
"After the test, pebbles",cereal-1
There is colour on lime after testing,bev-3
The result indicates Very thin foam layer forms on shaking.,milk-2
It looks like Saffron slowly and continuously releases natural colour.,veg-2
Observation: insects,cereal-9
It turned edged seeds,cereal-4
I observed Milk stays or flows slowly leaving a white trail. in the food,milk-1
We noticed insects in the sample,cereal-1
The sample shows residue at bottom,bev-1
The result indicates no blue colour,veg-1
"After the test, Honey disperses in water. Does not burn or produces cracking sound.",sweet-1
It looks like blue,milk-4
The sample shows white,oil-3
We noticed Honey disperses in water. Does not burn or produces cracking sound. in the sample,sweet-1
I observed Some seeds with rough/grainy black surface that show white inside when pressed. in the food,spice-13
Observation: dye in water,spice-5
The food sample shows color change,cereal-5
"After the test, dye in water",veg-4
The result indicates blackish brown seeds,cereal-2
It looks like Some seeds with rough/grainy black surface that show white inside when pressed.,spice-13
There is settles at bottom after testing,spice-4
It looks like no blue colour,veg-1
It turned Palms turn black from charcoal dust on adulterated grass seeds.,spice-12
There is colour separates after testing,veg-4
I observed Clay/mud particles settle at the bottom. in the food,bev-1
I observed Burns like camphor with bright flame. Dissolves to give milky white solution with no sediment. in the food,spice-1
There is strong yellow after testing,spice-15
There is Cotton does not absorb any colour. after testing,veg-5
We noticed breaks easily in the sample,spice-3
There is blue color after testing,milk-3
"After the test, mud",bev-1
We noticed no blue color in the sample,veg-1
There is no mark after testing,milk-1
I observed Clear solution with no sediment at bottom. in the food,sweet-2
There is flat seeds after testing,cereal-2
There is dust floating after testing,spice-7
"After the test, does not dissolve",spice-1
There is A liquid layer of other oils remains separate on top or bottom. after testing,oil-1
I observed no blue colour in the food,veg-1
The sample shows multilayer,spice-11
"After the test, settles at bottom",spice-4
"The result indicates Uniform pulse seeds, no foreign beans.",cereal-8
It turned black residue,spice-12
Observation: floating in spirit,spice-6
It looks like flows immediately,milk-1
I observed No excess bran floating on water surface. in the food,cereal-3
The sample shows water mark,milk-1
I observed No stains on filter paper. No colour streaks. Only slight greenish yellow on lime. in the food,bev-3
"After the test, remains white",veg-1
"After the test, no colour change",veg-1
Observation: floats on top,spice-7
It turned Blue colour formation indicates presence of starch.,milk-3
The sample shows easy to crush,spice-3
We noticed chicory sinks in the sample,bev-2
"After the test, excess floating",cereal-3
I observed does not crumble in the food,sweet-3
It turned not clear,oil-3
It looks like flat seeds,cereal-2
The sample shows Nothing floats on water surface after sprinkling.,spice-16
There is blue colour after testing,milk-4
It looks like dirty,cereal-9
"After the test, green on cotton",veg-3
Observation: white,oil-3
The sample shows Only breaks into shreds. Burns to grey ash.,sweet-3
Observation: floats on top,spice-7
"The sample shows All seeds smooth, yellow inside when pressed.",spice-13
"After the test, green water",veg-4
The food sample shows rapid colour release,veg-2
There is Cotton absorbs pink/red colour indicating rhodamine B. after testing,veg-5
I observed insects in the food,cereal-9
"After the test, immediate stain",bev-3
The food sample shows turns blue,spice-8
It looks like dhatura,cereal-2
The sample shows dense lather,milk-2
The food sample shows settles,sweet-2
The result indicates excess floating,cereal-3
"There is Dense, persistent lather forms on shaking. after testing",milk-2
It turned colour dissolves fast,veg-2
We noticed dissolves in the sample,sweet-1
It looks like Iron filings stick to the magnet.,bev-4
It turned grey ash,sweet-3
The food sample shows grey ash,sweet-3
Observation: sediment,sweet-2
It looks like turns red,oil-2
It looks like doesn't powder,sweet-3
"It turned Strong, intense yellow colour left in water.",spice-15
The food sample shows sediment,spice-4
Observation: red colour,cereal-6
Observation: hard bark,spice-11
Observation: stains filter paper,bev-3
I observed cloudy in the food,spice-9
It looks like foreign matter,cereal-1
The result indicates white,oil-3
We noticed No clay particles at the bottom after 5 minutes. in the sample,bev-1
Observation: iron on magnet,bev-4
"After the test, no mark",milk-1
Observation: soft berries,spice-3
The food sample shows dye released,cereal-5
It turned Red colour forms indicating turmeric adulteration.,cereal-6
Observation: does not roll,spice-11
The result indicates black on hands,spice-12
The sample shows no trail,milk-1
The sample shows Burns like camphor with bright flame. Dissolves to give milky white solution with no sediment.,spice-1
The food sample shows insects,cereal-9
We noticed water coloured in the sample,cereal-5
"After the test, cloudy",oil-3
The food sample shows breaks easily,spice-3
Observation: No red colour formation.,oil-2
It looks like sinks,bev-2
The sample shows cotton turns green,veg-3
The food sample shows dirty,cereal-9
The sample shows Solution turns white and insoluble matter settles at bottom.,spice-9
"After the test, cotton absorbs colour",veg-5
The sample shows stones,cereal-1
Observation: blue,milk-3
The result indicates crushes easily,spice-3
It turned Magnet picks up nothing from tea leaves.,bev-4
The result indicates lather,milk-2
I observed Honey settles at bottom without dispersing. Burns cleanly when lit. in the food,sweet-1
There is gritty after testing,cereal-9
Observation: dhatura,cereal-2
The sample shows dye transfer,cereal-7
It turned green on cotton,veg-3
There is red color after testing,cereal-6
It turned blue,milk-4
"After the test, floats on surface",spice-16
"The food sample shows All seeds smooth, yellow inside when pressed.",spice-13
Observation: earthy matter,spice-4
The food sample shows colour separates,veg-4
We noticed unusual seeds in the sample,cereal-8
The sample shows No blue colour; iodine remains yellow-brown.,milk-4
"After the test, pink color",cereal-7
Observation: earthy matter,spice-4
"After the test, Water becomes coloured immediately.",cereal-5
Observation: Blue colour formation indicates presence of starch.,milk-3
"There is Uniform pulse seeds, no foreign beans. after testing",cereal-8
We noticed blue colour in the sample,spice-8
It turned disperses,sweet-1
It looks like stones,cereal-1
The food sample shows separate layer,oil-1
"I observed No visible impurities — clean, uniform grains. in the food",cereal-1
"There is Visible presence of dust, pebbles, stones, weed seeds, insects or rodent matter. after testing",cereal-1
We noticed breaks easily in the sample,veg-2
The result indicates webs,cereal-9
"I observed Light, pale yellow colour while settling — normal turmeric colour. in the food",spice-15
We noticed does not burn in the sample,spice-1
The sample shows blue color,spice-8
The sample shows Does not burn brightly. Sediment settles at bottom when dissolved in water.,spice-1
The food sample shows pink color,cereal-7
The food sample shows dye released,cereal-5
It looks like Crumbles to powder on crushing. Burns to glistening balls.,sweet-3
"After the test, Strong, intense yellow colour left in water.",spice-15
"After the test, sinks",bev-2
There is dense lather after testing,milk-2
"The sample shows Oil remains brilliant, clear and limpid after 5.5 hours in ice.",oil-3
I observed Exhausted cloves float on water surface. in the food,spice-10
It turned Cotton does not absorb any colour.,cereal-7
I observed red color in the food,cereal-6
Observation: dissolves,sweet-1
The food sample shows insoluble,spice-9
There is colour descending after testing,spice-5
"After the test, colour descending",spice-5
I observed shreds in the food,sweet-3
It turned dust floating,spice-7
We noticed Cotton turns green OR blotting paper shows colour impression. in the sample,veg-3
The result indicates irregular shape,cereal-4
The food sample shows doesn't powder,sweet-3
The result indicates sand,cereal-9
"After the test, residue at bottom",bev-1
We noticed Chilli powder floats without releasing colour streaks into water. in the sample,spice-5
"It turned Sand, soil, insects, webs, lumps, or rodent hair visible.",cereal-9
"After the test, liquid layer",oil-1
"After the test, Some seeds with rough/grainy black surface that show white inside when pressed.",spice-13
It looks like thick bark,spice-11
It looks like floats,spice-6
"After the test, foreign beans",cereal-8
The sample shows no bright flame,spice-1
The sample shows Iron filings stick to the magnet.,bev-4
The sample shows sediment,spice-4
The sample shows Cotton turns green OR blotting paper shows colour impression.,veg-3
It looks like blue color,milk-3
The result indicates white inside,spice-13
There is Coffee powder floats on water. after testing,bev-2
It turned unusual seeds,cereal-8
There is attracted to magnet after testing,bev-4
We noticed chalky deposit in the sample,sweet-2
The food sample shows Blue colour forms indicating starch presence.,milk-4
The result indicates Blue colour forms indicating starch presence.,milk-4
We noticed White chalky sediment settles at the bottom. in the sample,sweet-2
We noticed breaks into pieces in the sample,sweet-3
The result indicates white,oil-3
I observed immediate colour in the food,spice-14
